Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
MYOC;NM_000261;0;0;0;11;8;0
UBE2J1;NM_016021;963;820;367;1004;938;2028
CXorf57;NM_001184782,NM_018015;0;1;0;2;37;22
TRIM22;NM_001199573,NM_006074;0;3;1;1447;1898;1328
MIR4429;NR_039627;0;0;0;0;0;0
CAB39;NM_001130849,NM_001130850,NM_016289;1478;1283;605;2996;1609;5484
MIR665;NR_030617;0;0;0;0;0;0
LOC101926911;NR_110104;6;1;6;0;3;1
C4orf36;NM_144645;8;11;3;10;11;16
ARSJ;NM_024590;57;85;26;768;426;1070
MFHAS1;NM_004225;233;215;74;210;206;576
GIP;NM_004123;0;0;0;0;0;0
STAG3L1;NR_040583,NR_040583_chr7:74988446_74997085;40.58;58.46;18.73;48.73;29.54;76.07
RBM15;NM_001201545,NM_022768;921;959;433;633;500;883
DDX6;NM_001257191,NM_004397;10499;9375;4862;5459;4017;7756
ZNF207;NM_001032293,NM_001098507,NM_003457;2169;1478;870;2894;1938;5165
WDFY4;NM_020945;20;72;5;1;0;0
OR4D2;NM_001004707;0;0;0;0;0;0
DDX56;NM_001257189,NM_019082;1301;890;475;1209;1275;2514
MTFMT;NM_139242;285;226.06;114;247.78;276.59;668.64
PDP1;NM_001161779,NM_001161780,NM_001161781,NM_018444;824;867;278;1430;860;2031
DNAH2;NM_001303270,NM_020877;12;12;2;9;28;22
MIR557;NR_030284;0;0;0;0;0;0
PQLC3;NM_001282710,NM_001282711,NM_001282712,NM_152391,NR_104231;765;560;295;206;350;361
ARHGAP9;NM_001080156,NM_001080157,NM_032496;2;1;1;0;2;0
ST3GAL6-AS1;NR_046683;0;0;0;0;0;1
NLGN2;NM_020795;285;350;133;39;323;114
PSG5;NM_001130014,NM_002781;14;32.67;9.09;4.25;6;6
ACP5;NM_001111034,NM_001111035,NM_001111036,NM_001611;5;7;4;0;23;1
MIR211;NR_029624;0;0;0;0;0;0
THOC3;NM_032361;1282.85;864.93;377.4;835.97;663.3;2109.51
LINC01393;NR_120521;0;0;0;2;0;3
AFM;NM_001133;0;0;0;0;0;0
TGM2;NM_004613,NM_198951;717;209;267;158;1142;519
PARP6;NM_020214;604;685;296;304;448;649
LOC652276;NR_015441;121.77;166.61;85.97;46.53;64.84;122.18
EDNRB-AS1;NR_103853;0;0;0;0;0;0
LINC00202-1;NR_026795;1;3;1;6;6;25
ARL14;NM_025047;3;1;1;80;23;965
LOC283177;NR_033852;0;0;0;0;1;1
DERA;NM_001300779,NM_015954;238;174;65;1026;687;2835
CACNG1;NM_000727;5;4;3;0;2;0
GNGT1;NM_021955;11;11;6;0;0;0
CALML6;NM_138705;4;5;4;0;4;2
MIR155HG;NR_001458;3;11;2;0;0;2
USP17L19;NM_001256860;0;0;0;0;0;0
SPINK9;NM_001040433;0;0;0;0;0;0
GLYATL3;NM_001010904;0;1;0;0;0;0
LOC101927274;NR_110751;0;3;1;2.18;0;1.17
FSIP1;NM_152597;98;72;41;25;13;46
TPRG1-AS1;NR_046873;0;1;0;11;3;22
WFDC10B;NM_172006,NM_172131;0;0;0;1;0;0
GUSBP11;NR_024448;125.08;201;70;80.01;169;156
ELK1;NM_001114123,NM_001257168,NM_005229;441;389;158;245;390;767
TSPY1;NM_001197242,NM_003308;0;0;0;0;0;0
TNFSF9;NM_003811;25;12;6;679;546;469
TBC1D24;NM_001199107,NM_020705;556.91;432.69;181;388.48;812.45;697.71
MIR4661;NR_039805;0;0;0;0;0;0
LINC00330;NR_038433;0;2;0;20.13;2.01;9.18
TPTE;NM_001290224,NM_199259,NM_199260,NM_199261;135.99;279.65;82;0;0;0
DNAJC11;NM_018198;833;645.36;323.97;926.36;766;2339.51
SNORA75;NR_002921;6;2;1;2;1;1
DIO2-AS1;NR_038355;1;0;0;0;0;0
ISG15;NM_005101;1504;540;573;26;96;85
SIRT1;NM_001142498,NM_012238;652;737;249;505;387;756
CKS2;NM_001827;1114;673;359;921;167;2045
LOC388282;NM_001278081;1;0;1;0;0;0
TMEM51-AS1;NR_027136;49.89;31.33;30.5;11.79;13.12;23.16
POM121L1P;NR_024591;3.67;0;2.67;2;1.37;3.2
PLEKHB1;NM_001130033,NM_001130034,NM_001130035,NM_001130036,NM_021200;112;115;38;21;111;10
SCAF1;NM_021228;574;435;197;623;1220;2157
PMF1;NM_001199653,NM_001199654,NM_007221;574.96;367.52;160.39;340.4;415.89;768.32
MIR190B;NR_030600;0;0;0;0;0;0
FOXRED2;NM_001102371,NM_024955;545;743;219;125.01;241.01;215.01
OR2T27;NM_001001824;0;0;0;0;0;0
LOC101929464;NR_125978;0;0;1;1;0;2
LINC00514;NR_033861;18;23;8;43.07;10.22;110.03
NCR2;NM_001199509,NM_001199510,NM_004828;0;0;0;0;0;0
GLI2;NM_005270;1;2;1;1;0;0
RFPL3S;NR_001450,NR_002596,NR_104232;3;2;2;2;3;0
PRAMEF11;NM_001146344;0;0;0;0;0;0
EPC1;NM_001272004,NM_001272019,NM_001282391,NM_025209,NR_104159,NR_104160;574;733;219;447;498;666
PTS;NM_000317;166;124;53;239;194;647
LOC101928052;NR_125888;0;0;0;0;0;0
LINGO1;NM_001301186,NM_001301187,NM_001301189,NM_001301191,NM_001301192,NM_001301194,NM_001301195,NM_001301197,NM_001301198,NM_001301199,NM_001301200,NM_032808;36;14;13;0;0;0
IL15;NM_000585,NM_172175,NR_037840;11;8;1;90.22;111;223.57
ASH2L;NM_001105214,NM_001261832,NM_001282272,NM_004674;306;313;151;624;686;1231
OR11G2;NM_001005503;0;0;0;0;0;0
GAR1;NM_018983,NM_032993;78;108;52;89;51;267
CASC8;NR_024393,NR_117100;8;4;1;88;100;351
FMOD;NM_002023,NR_103757;2;2;0;0;4;0
ZNF446;NM_017908;150;116;50;116;251;214
UNC79;NM_020818;2;2;0;2;7;4
WRAP53;NM_001143990,NM_001143991,NM_001143992,NM_018081;309;166;65;153;119;338
SERPINB2;NM_001143818,NM_002575;0;0;0;115;257;130
GOLGA8K;NM_001282493;15.27;6.73;0;10.73;32.25;20.56
CUTA;NM_001014433,NM_001014837,NM_001014838,NM_001014840,NM_015921;1118;739;514;944;1004;1723
BRD8;NM_001164326,NM_001300961,NM_001300962,NM_001300966,NM_006696,NM_139199;878;1007;374;1439;1093;2352
PRPF3;NM_004698;2623;2303;1497;1108;1040;1436
SEC24B-AS1;NR_039978;12;6;5;10.03;7.01;13
LINC01018;NR_024423,NR_024424;0;0;0;0;0;0
HSD11B1;NM_001206741,NM_005525,NM_181755;0;0;0;1;3;0
ARNTL;NM_001030272,NM_001030273,NM_001178,NM_001297719,NM_001297722,NM_001297724;164;136;74;420;389;1250
SERPINE1;NM_000602;179;31;137;1294;161;6215
ABCB7;NM_001271696,NM_001271697,NM_001271698,NM_001271699,NM_004299;301;204;147;802;560;1345
DAB1-AS1;NR_104362,NR_104363,NR_104364,NR_104365;0;0;0;0;0;0
NDUFV3;NM_001001503,NM_021075;971;655;349;484.26;406.01;1338.24
NUCB1;NM_006184;1563;761;650;2242;3100;3300
LOC728392;NM_001162371;7;2;0;0;3;0
OR56A4;NM_001005179;0;0;0;0;0;0
HEYL;NM_014571;20;20;7;0;0;0
MIR6747;NR_106805;0;0;0;0;0;0
HIVEP1;NM_002114;662;678;420;376;785;643
LOC338797;NR_103736;0;0;0;0;3;0
TNFRSF13B;NM_012452;0;0;0;0;0;0
SCAF4;NM_001145444,NM_001145445,NM_020706;254;415;157;244;432;456
LINC00938;NR_028408;182;211;93;126;134;233
ACSF2;NM_001288968,NM_001288969,NM_001288970,NM_001288971,NM_001288972,NM_025149,NR_110232;464.41;300.54;214;1234;2360.57;1506
MAGEB6;NM_173523;1;0;0;0;0;0
CDKL4;NM_001009565;12;16;10;10;25;7
GTF3C5;NM_001122823,NM_001286709,NM_012087;1351;999;428;645;654;1470
USP48;NM_001032730,NM_032236;1105;1240;539;1240;1080;1985
EXOSC9;NM_001034194,NM_005033;290.93;220.54;116.78;355.07;231.73;892.93
CEL;NM_001807;15;21;13;6.63;214;10
KPNA4;NM_002268;1787;1814;898;2108.28;1730.73;4227.09
HRASLS5;NM_001146728,NM_001146729,NM_054108;0;0;0;0;0;0
MIR1233-1;NR_036050,NR_036050_chr15:34820490_34820572;0;0;0;0;0;0
CHML;NM_001821;1908;2553;1029;764;225;2123
ARNT2;NM_014862;585;322;118;21;48;40
TAF1C;NM_001243156,NM_001243157,NM_001243158,NM_001243159,NM_001243160,NM_005679,NM_139353;437;537;200;160;230;596
HBD;NM_000519;0;0;0;0;0;0
LOC650293;NM_001040071;1;0;1;1;0;0
LOC100506844;NR_038269;6;6;3;17;27;32
MIR378F;NR_039615;0;0;0;0;0;0
EFCAB9;NM_001171183;0;1;0;1;0;0
C8orf82;NM_001001795;515;301;124;304;397.97;998
UPF3B;NM_023010,NM_080632;176;263;109;129;31;189
TEP1;NM_007110;823;940;431;585.59;690.33;845.1
NUP62;NM_001193357,NM_012346,NM_016553,NM_153718,NM_153719;954.89;958.83;343;614.45;789.96;1911.24
ARL15;NM_019087;207;292;110;92;81;112
ZNF691;NM_001242739,NM_015911;90;80;35;75;95;123
LOC101928891;NR_110537;10;8;8;14;14;23
LOC101927051;NR_109952;4.3;5.31;0;1.23;9.12;3.39
GRHL2;NM_024915;3195;3541;1641;1639;1995;2539
DYX1C1-CCPG1;NR_037923;47.55;23.17;12.63;55.2;130.15;213.38
TAS2R43;NM_176884;21;31.99;15.99;0;0;0
MADCAM1;NM_130760,NM_130762;0;0;0;2;0;1
AAMDC;NM_024684;103;61;21;97;100;163
LOC101928973;NR_125966;1;0;0;0;0;0
LINC00919;NR_038233;0;0;0;0;0;0
CUTC;NM_015960;197.36;155.56;77.47;120.99;149.87;364.84
CEP128;NM_152446;244;251;107;217;49;372
LRFN3;NM_024509;74;56;42;87;141;159
ARHGAP36;NM_001282607,NM_144967;182;678;105;0;0;0
WDR12;NM_018256;525;439;273;695;303;1460
ARRDC1;NM_152285;829;884;265;480;470;1196
LINC00337;NR_103534;10;7;4;2;1;2
ZSCAN10;NM_001282415,NM_001282416,NM_032805;0;0;0;0;0;0
LOC644762;NR_110534;2;3;1;0;0;0
RPS6KB2;NM_003952;1253;764;377;395;327;1120
SMG6;NM_001256827,NM_001256828,NM_001282326,NM_017575;786;913;325;384;659;672
DCLK3;NM_033403;0;0;0;0;0;0
PPP2R5B;NM_006244;130;85;56;121;242;208
LINC00272;NR_034131;0;0;1;1;1;0
DUXAP10;NR_110526,NR_110526_chr14:19650031_19692916;221.2;238.96;87.16;151.7;160.63;246.7
SLC22A4;NM_003059;50.23;63.32;20.22;47.22;122.45;117.38
THAP8;NM_152658;59;66;20;19;42;43
PRF1;NM_001083116,NM_005041;1;0;0;0;0;0
ADAR;NM_001025107,NM_001111,NM_001193495,NM_015840,NM_015841;5220;3913;2288;3468;6607;6460.34
NSUN6;NM_182543;108;116;67;135;125;361
LOC153910;NR_027311,NR_027312;1;0;0;0;0;0
SCN9A;NM_002977;0;0;0;4.47;6.23;43.82
ADHFE1;NM_144650;22;48;15;4;36;11
SKOR1;NM_001258024;1;6;0;0;3;0
TSPO2;NM_001010873,NM_001159726;2;2;0;1;0;1
TBC1D32;NM_152730,NR_104452;232;228;113;111.68;178.11;169.01
TTC16;NM_144965;3;0;0;0;4;2
KDM2A;NM_001256405,NM_012308,NR_027473;2884;2905;1256;1904;2359;2687
ITIH5;NM_001001851,NM_030569,NM_032817;0;1;0;0;0;0
LHX6;NM_001242333,NM_001242334,NM_001242335,NM_014368,NM_199160;35;17;5;0;0;1
GK3P;NR_026575;7.68;17;8.23;5.04;8.28;11.99
PPIA;NM_001300981,NM_021130;15989.11;10457.73;4726.47;27012;15846.69;52017
DVL3;NM_004423;939;1005;378;308.02;680.13;877
MTMR8;NM_017677;1;0;0;38;38;43
STRIP1;NM_001270768,NM_033088,NR_073071;668;464;260;593;931;1053
STRN3;NM_001083893,NM_014574;1472;1171;679;1158;888;1672
LOC100996679;NR_104647;0;0;0;0;0;0
NUP160;NM_015231;2615;2183;1054;945;896;1654
GAGE12F;NM_001098405,NM_001098405_chrX:49296745_49304144,NM_001098405_chrX:49306301_49313700,NM_001098405_chrX:49325410_49332811,NM_001098405_chrX:49334968_49342360;0;0;0;0;0;0
PMEL;NM_001200053,NM_001200054,NM_006928;33;25;20;17;50;22
FAM69A;NM_001006605,NM_001252269,NM_001252270,NM_001252271,NM_001252273;124;69;63;358;305;639
MTFR1;NM_001145838,NM_001145839,NM_014637;1395;893;537;984;265;1532
ZNF341;NM_001282933,NM_001282935,NM_032819,NR_104259;82;59;26;69;64;146
FAM106B;NR_126160;17.03;38.96;13.78;0;4.2;0
ARHGEF34P;NR_033942;80.19;106.75;59.46;385.18;624.51;937.41
EIF4A1;NM_001204510;16882.23;10117.65;5313.07;10163.45;7165.72;22695.97
SLX4IP;NM_001009608;141;141;83;92;79;150
XKR3;NM_175878;0;0;0;0;2;3
MRPS17;NM_015969;200;128;65;249;176;762
MIR192;NR_029578;0;0;0;0;0;0
SLC22A3;NM_021977;0;0;0;0;1;0
TRPA1;NM_007332;0;0;0;1;0;0
ZSCAN29;NM_152455;606;603;304;676.01;603.8;889.35
LYPLA2P2;NR_033250;1.08;2.13;1.11;0;0;1.1
PROC;NM_000312;2;6;0;0;3;0
ERCC3;NM_000122,NM_001303416,NM_001303418;1135;1011;495;625;630;1353
NAP1L3;NM_004538;0;6;1;0;0;0
GHITM;NM_014394;5059;2949;1921;7078;4013;9955
IFRD2;NM_006764;595.84;425.28;175.11;573.75;891.66;1905.8
CENPH;NM_022909;303;193;94;427;43;1022
SFTA2;NM_205854;0;0;0;10;0;6
SNORD55;NR_000015;0;0;0;0;0;1
LINC00684;NR_034116,NR_034116_chrX:72158002_72158798;0;0;0;0;0;0
EFNB2;NM_004093;677;545;283;2746;1030;4840
ARF3;NM_001659;3880;2756;1375;2313;2900;4058
MIR6080;NR_106728;0;0;0;0;0;0
LINC01501;NR_034157;0;0;0;0;0;0
MIR548AW;NR_049862;0;0;0;0;0;0
SEPSECS;NM_016955;322;331;185;235;176;290
PTOV1;NM_017432;978.95;697;320;717.77;1950.36;2089.48
FOXN2;NM_002158;577;588;295;716;350;1091
LOC101928223;NR_125889;1;0;0;6;25;16
RAP2A;NM_021033;643;551;260;1751;600;3020.02
CLIC6;NM_053277;2;3;3;0;1;0
RPS6;NM_001010;18604;13608;5865;20883;15460;44517
MCF2L;NM_001112732,NM_024979;438;285;138;3;7;0
SEMA4F;NM_001271661,NM_001271662,NM_004263,NR_073398,NR_073399;171.2;109.55;55.09;97.82;167.01;282.2
EIF2AK2;NM_001135651,NM_001135652,NM_002759;1117;964;540;780.01;968.02;1409.67
SDAD1;NM_001288983,NM_001288984,NM_018115;703;583;367;850;863;1657
PPARA;NM_001001928,NM_005036;152;133;55;674.06;994.04;762.18
KIAA1024;NM_015206;25;23;15;62;51;44
LOC100288866;NR_103773;0;2.16;0;0;1.07;0
KRTAP10-12;NM_198699;0;0;0;0;0;0
NBPF1;NM_017940;1909.41;2883.15;917.04;279.99;558.61;450.82
LINC00305;NR_027245;0;0;0;0;0;0
DGCR8;NM_001190326,NM_022720;725;830;324;337;505;1187
PMCH;NM_002674;5.91;10.09;1.8;2.3;0;5.1
WNK2;NM_001282394,NM_006648;211;191;100.99;2;193;79
LINC00486;NR_027098,NR_027099,NR_027100;0;1;2;0;1;0
MIR550A3;NR_039600;0;0;0;0;0;0
SMLR1;NM_001195597;4;8;1;0;0;0
LOC101927124;NR_110045;10;10;7;9.36;1.01;7
SPATA33;NM_001271907,NM_001271908,NM_001271909,NM_001271910,NM_153025,NR_073515,NR_073516;115;132;54;83;103;219
CCZ1B;NM_198097;1663.15;1292.81;718.72;346.39;284.29;757.01
LPHN3;NM_015236;50;45;14;565;0;98
ZNF701;NM_001172655,NM_018260;183.88;196.17;101.11;108.76;123.42;171.01
SALL1;NM_001127892,NM_002968;0;0;0;0;0;0
TMEM114;NM_001146336,NM_001290098,NR_110736;0;0;0;0;0;0
LINC01359;NR_119383;1;8;0;0;1;1
DIP2B;NM_173602;3090;2501;1392;1506;2434;2995
HNMT;NM_001024074,NM_001024075,NM_006895;365;335;205;22;21;25
MYLK;NM_053025,NM_053026,NM_053027,NM_053028,NM_053031,NM_053032;107.08;108;52;53;81.13;92.31
LOC442028;NR_037597;2;1;0;0;0;3
CENPI;NM_006733;380;426;130;194;3;421
LOC100131303;NM_001282442;0;0;0;0;0;0
FAM13C;NM_001001971,NM_001143773,NM_001166698,NM_198215;13;3;6;0;2;1
WAS;NM_000377;8;8;5;3;14;6
HOXB5;NM_002147;0;0;0;0;0;1
CHODL-AS1;NR_024354;0;1;0;1;1;0
MIR4316;NR_036200;0;0;0;0;0;0
EPB41;NM_001166005,NM_001166006,NM_001166007,NM_004437,NM_203342,NM_203343;691.87;613.19;335;488;634.01;1156.37
MYBL1;NM_001080416,NM_001144755,NM_001294282;588;966;335;140;6;348
LINC01024;NR_102739,NR_102740,NR_102741;17;24;5;26;48;53
MSH5;NM_002441,NM_025259,NM_172165,NM_172166;90.67;66.7;34.46;25.03;21.83;175.8
FAM90A10P;NR_046351;0;0;0;0;0;0
FAAH;NM_001441;339;275;127;306;441;544
CXCR1;NM_000634;1;0;1;0;0;3
GABBR2;NM_005458;168;91;42;1;0;0
GUSBP4;NR_003660,NR_125727,NR_125728,NR_125729;122.67;151.97;54.08;39.42;62.3;84
ABTB1;NM_032548,NM_172027,NR_033429;35;86;18;11;118;106
CSHL1;NM_001318,NM_022579,NM_022580,NM_022581;0;0;0;0;0;0
ZNF300;NM_001172831,NM_001172832,NM_052860;1;0;1;285;128;550
PPP1R36;NM_172365;24;12;5;9;6;7
FRMPD3;NM_032428;4;8;1;0;12;5
DRD5;NM_000798;0;0;0;0;0;0
ZFP36L2;NM_006887;2210;3524;1073;678;632;1410
BDNF;NM_001143805,NM_001143806,NM_001143807,NM_001143808,NM_001143809,NM_001143810,NM_001143811,NM_001143812,NM_001143813,NM_001143814,NM_001143816,NM_001709,NM_170731,NM_170732,NM_170733,NM_170734,NM_170735;3.2;5;2;18.36;11.3;9.62
SLAMF9;NM_001146172,NM_001146173,NM_033438;0;0;0;3;0;8
SNF8;NM_007241;1274;1069;466;367;222;1010
HIPK4;NM_144685;6;6;1;2;3;3
OR2C3;NM_198074;0;0;0;0;0;0
ZNF135;NM_001164527,NM_001164529,NM_001164530,NM_001289401,NM_001289402,NM_003436,NM_007134;2;2;1;0;0;1.08
TBC1D16;NM_001271844,NM_001271845,NM_001271846,NM_019020;1694;1281;825;1745;1892.04;2127
SSMEM1;NM_145268;0;1;1;0;0;0
MIR3934;NR_037498;0;0;0;0;0;0
PTPRR;NM_001207015,NM_001207016,NM_002849,NM_130846,NR_073474;0;0;0;0;1;1
WDR64;NM_144625;4;3;1;0;2;0
SLC6A6;NM_001134367,NM_001134368,NM_003043,NR_103507;1448.99;1147.97;746.99;907;544;1306.99
VCX2;NM_016378;0;0;0;0;0;0
MAEL;NM_001286377,NM_001286378,NM_032858;0;0;0;0;0;0
SOAT2;NM_003578;3;0;0;0;0;1
GSTA1;NM_145740;1;0;1;0;4;0
CCDC113;NM_001142302,NM_014157;54;41;35;64.11;277.69;255
DLEU7;NM_198989;28;30;18;5;1;4
PER4;NR_002790;0;0;0;0;0;0
C17orf102;NM_207454;0;0;0;0;0;0
DENND1C;NM_001290331,NM_024898;74;58;34;115;157;128
HDAC6;NM_006044;439;431;197;515;799;1049
KIZ-AS1;NR_109956;1;3;0;0;2;0
ARMS2;NM_001099667;0;0;0;0;0;0
RBM14;NM_001198836,NM_001198837,NM_006328;1414.97;1527.33;594.91;560.21;439.63;1232.68
MIR6722;NR_106780;0;0;0;0;0;0
KRTAP2-2;NM_033032;0;0;0;0;0;1
PLCL2;NM_001144382,NM_015184;4;5;1;4;18;2
TMEM191B;NM_001242313;82.07;82.53;5.65;9.5;14.69;22.76
RAD54B;NM_001205262,NM_001205263,NM_012415;855.8;741.39;233.75;312.59;67.68;834.23
MIR6760;NR_106818;0;0;0;0;0;0
SOX30;NM_007017,NM_178424;2;0;0;0;1;2
FMO5;NM_001144829,NM_001144830,NM_001461;51;59;32;9;64;24
ACTL6A;NM_004301,NM_177989,NM_178042;1229;935;445;1100;505;2205
SLC43A3;NM_001278201,NM_001278206,NM_014096,NM_017611,NM_199329;0;0;1;1454.43;158;3007
RIIAD1;NM_001144956;0;0;0;0;0;0
ATP6V1B1;NM_001692;31;46;8;1151;3300;1196
ZNHIT3;NM_001281432,NM_001281433,NM_001281434,NM_004773,NR_104009,NR_104010,NR_104011;433.89;338.08;129.54;439.55;436.07;749.71
PI16;NM_001199159,NM_153370;0;1;0;1;0;0
EOMES;NM_001278182,NM_001278183,NM_005442;8;9;10;6;3;11
BRS3;NM_001727;1;0;0;0;0;0
MIR6863;NR_106923;0;0;0;0;0;0
ARFGEF1;NM_006421;2731;3345;1370;4389;5013;6199
ZNF816-ZNF321P;NM_001202473;0;0;0;0;0;0
PKNOX1;NM_001286258,NM_004571;265;288;118;143.09;289.71;423.08
SOX15;NM_006942;20;23;7;116;124;211
ANP32B;NM_006401;672;926;381;323;442;864
SNORD70;NR_003058;0;0;0;0;0;0
OPLAH;NM_017570;147;121;33;125;71;371
TRPC3;NM_001130698,NM_003305;0;1;1;0;1;0
TRIM67;NM_001004342,NM_001300889;3;6;0;0;1;0
LINC00273;NR_038368;0;0;0;5;2;2
TM4SF1;NM_014220;28;4;10;3705;2388;6112
LOC400958;NR_036586;0;1;0;0;0;0
CUL1;NM_003592;1282;1274;540;1960;2238;4507
EXOSC5;NM_020158;348;171;67;173;289;594
MIR578;NR_030304;0;0;0;0;0;0
WDR24;NM_001303027;220;220;90;147;277;347
TSNAX-DISC1;NR_028393,NR_028394,NR_028395,NR_028396,NR_028397,NR_028398,NR_028399,NR_028400;8.99;60.1;11.03;3.71;36.31;14.97
OTOS;NM_148961;0;0;0;0;0;0
MACROD2-IT1;NR_104193;1;4;1;0;0;0
ARL13B;NM_001174150,NM_001174151,NM_144996,NM_182896,NR_033427;247;246;105;161;100;384
RND2;NM_005440;17;12;3.42;2.82;40.06;14.1
PYCARD;NM_013258,NM_145182;492.22;334.18;154.54;73.82;313.79;200.78
SMEK1;NM_001284280,NM_001284281;3609;3582;1652;1790;1182;2555
NOP2;NM_001033714,NM_001258308,NM_001258309,NM_001258310,NM_006170;693;518;274;434;339;1437
KIF15;NM_020242;425;358;167;333;10;753
MTM1;NM_000252;333;299;156;602;550;832
ADRB3;NM_000025;0;0;0;0;0;0
CARD8-AS1;NR_040599;19;14;7;39.84;11;45.15
SCAI;NM_001144877,NM_173690;559;673.47;309;256.49;248.83;356.44
FAM21EP;NR_038275;21.67;26.7;10.28;10.31;9.36;3.04
RAD17;NM_001278622,NM_002873,NM_133338,NM_133339,NM_133340,NM_133341,NM_133342,NM_133343,NM_133344;572.6;520.15;263.84;544.51;332;818.93
PIGQ;NM_004204,NM_148920;504;353;143;282;611;826
BCHE;NM_000055;0;0;0;365;503;280
ZBED1;NM_001171135,NM_001171135_chrY:2354454_2368580,NM_001171136,NM_001171136_chrY:2354454_2369008,NM_004729,NM_004729_chrY:2354454_2369008;347.39;383.2;97;212.25;290;669.24
RPL23P8;NR_026673;0;0;0;1.27;0;0
CACNA1E;NM_000721,NM_001205293,NM_001205294;0;2;0;1;0;3
MIR4701;NR_039850;0;0;0;0;0;0
MIR6868;NR_106928;0;0;0;0;0;0
FRG2B;NM_001080998;0;0;0;0;0;0
PFKP;NM_001242339,NM_002627;4592;3120;1817;2582;1528;10083
CD3EAP;NM_001297590,NM_012099;274.02;241.95;83.71;125.87;101.73;677.05
MYL2;NM_000432;0;0;0;0;0;0
BANF2;NM_001014977,NM_001159495,NM_178477;0;0;0;0;0;0
ADAD1;NM_001159285,NM_001159295,NM_139243;1;0;0;0;0;0
REN;NM_000537;1;0;1;0;0;1
ZSCAN9;NM_001199479,NM_001199480,NM_006299;194;158;99;130;99;164
OR5B17;NM_001005489;0;0;0;0;0;0
NUP98;NM_005387,NM_016320,NM_139131,NM_139132;1945;1619;776;2956;3160;4764
PCYT1A;NM_005017;966;790;411;420;331;822
GEMIN7;NM_001007269,NM_001007270,NM_024707;348;245;115;138;208;396
ZNF205;NM_001042428,NM_001278158,NM_003456;211.24;144.97;69.68;174.28;191.01;316.77
FYB;NM_001243093,NM_001465,NM_199335;1;0;0;501;241;2114
DNAH1;NM_015512;53;88;33;49;177;91
KIF25-AS1;NR_103750;0;0;0;0;0;0
DRP2;NM_001171184,NM_001939;12;11;3;4;1;13
TIA1;NM_022037,NM_022173;1213;1239;666;1370;925;2093
TESK1;NM_006285;135;145;60;116;170;244
C10orf120;NM_001010912;0;0;0;0;0;0
USP21;NM_001014443,NM_012475;84;92;36;126;241;204
MIR4487;NR_039707;0;0;0;0;0;0
SNORD38B;NR_001457;0;0;0;0;0;0
AGO3;NM_024852,NM_177422;432;435;212;302;291;343
FOXP1;NM_001012505,NM_001244808,NM_001244810,NM_001244812,NM_001244813,NM_001244814,NM_001244815,NM_001244816,NM_032682;1149;1315;629;568;733;1207
MIR3914-2;NR_037479;0;0;0;0;0;0
APLN;NM_017413;0;0;0;0;0;0
TNFSF4;NM_001297562,NM_003326;1;1;0;2;1;2
NAA15;NM_057175;1847;1636;881;1955;964;3957
TCTEX1D4;NM_001013632;2;2;2;5;36;40
ZW10;NM_004724;405;280;155;784;476;1187
TSPAN6;NM_001278740,NM_001278741,NM_001278742,NM_001278743,NM_003270;572;360;300;703.1;1055.95;966.02
KIF26A;NM_015656;576;501;92;7;25;48
DEXI;NM_014015;308;177;104;330;581;758
LOC101929622;NR_125820;0;1;0;0;0;0
IL11;NM_000641,NM_001267718;21.42;15;6;6;25.01;39
PLEKHA3;NM_019091;335;265;120;456;285;597
GHSR;NM_004122,NM_198407;2;3;1;0;0;1
BMS1P5;NR_003611,NR_003611_chr10:48927373_48952629;280.11;482.01;197.18;132.59;125.66;183.13
MIMT1;NR_024059;0;0;0;0;0;0
MLLT10P1;NR_045115;9;13;6;3;2;7
ITPK1-AS1;NR_002808;35;107;19;5;2;4
LOC100132781;NR_038890;6;15;5;3;11;4
MRPL21;NM_181514,NM_181515;782;408;256;406;355;1317
ST3GAL3;NM_001270459,NM_001270460,NM_001270461,NM_001270462,NM_001270463,NM_001270464,NM_001270465,NM_001270466,NM_006279,NM_174963,NM_174964,NM_174965,NM_174966,NM_174967,NM_174968,NM_174969,NM_174970,NM_174971,NR_073016,NR_073017,NR_073018,NR_073019,NR_073020,NR_073021,NR_073023;43;29;8;21;41;90
LEF1;NM_001130713,NM_001130714,NM_001166119,NM_016269;4;3;1;4;7;10
C2orf66;NM_213608;2;2;1;1;0;0
PLA2G1B;NM_000928;0;0;1;0;0;0
GPSM2;NM_013296;707.69;508.97;234.94;1361.12;155.43;2138.49
DHX35;NM_001190809,NM_021931,NR_033905;162;173;67;183;210;334
TTC26;NM_001144920,NM_001144923,NM_001287512,NM_001287513,NM_024926;165.04;105;63;206.01;185;564.23
CRYGS;NM_017541;6;4;1;3;6;5
LINC00207;NR_028409,NR_028410,NR_028411;0;0;0;0;0;0
MYD88;NM_001172566,NM_001172567,NM_001172568,NM_001172569,NM_002468;360;447;156;146;329;561
SNX14;NM_001297614,NM_020468,NM_153816,NR_123729;2616;1890;1421;2567;1541;2966
LOC653786;NR_003676;0;1;1;4;8;2
LINC00403;NR_120392,NR_120394;0;0;0;0;0;0
ZNHIT2;NM_014205;222;193;85;69;208;202
THUMPD3;NM_001114092,NM_015453;1293;980;489;737;766;1525.32
ENOX1;NM_001127615,NM_001242863,NM_017993;9;5;3;13;19;45
MIR656;NR_030392;0;0;0;0;0;0
